,N. parvum,X. sp.,descriptions
IPR045237,1,2,Eukaryotic translation initiation factor 3 subunit M eIF3m/COP9 signalosome complex subunit 7 COPS7
IPR045258,1,2,ArfGAP ACAP1/2/3-like
IPR033811,1,1,Proteasome beta 3 subunit
IPR040922,1,1,MRPL25 domain
IPR045495,1,1,"PI4-kinase, N-terminal"
IPR044288,1,1,E3 ubiquitin-protein ligase ZNF598/Hel2
IPR007130,1,1,Diacylglycerol acyltransferase
IPR018865,1,1,Serine-threonine protein kinase 19
IPR002675,1,1,Ribosomal protein L38e
IPR038464,1,1,Ribosomal protein L38e superfamily
IPR008729,1,0,Phenolic acid decarboxylase
IPR012674,1,0,Calycin
IPR003210,1,0,"Signal recognition particle, SRP14 subunit"
IPR009018,1,0,"Signal recognition particle, SRP9/SRP14 subunit"
IPR006258,1,0,Dihydrolipoamide dehydrogenase
IPR000231,1,1,Ribosomal protein L30e
IPR022991,1,1,"Ribosomal protein L30e, conserved site"
IPR039109,1,1,Ribosomal protein L30/L30e
IPR020999,2,1,"Chitin synthesis regulation, Congo red resistance, RCR protein"
IPR004572,1,2,Protoporphyrinogen oxidase
IPR040366,1,2,Nuclear polyadenylated RNA-binding protein Nab2/ZC3H14
IPR043094,1,2,"Nab2/ZC3H14, N-terminal domain superfamily"
IPR045582,1,0,"Trehalase-like, N-terminal domain"
IPR018554,1,1,Frequency clock protein
IPR002993,1,1,Ornithine decarboxylase antizyme
IPR038581,1,1,Ornithine decarboxylase antizyme superfamily
IPR001141,1,1,Ribosomal protein L27e
IPR038655,1,1,Ribosomal protein L27e superfamily
IPR041991,1,1,"Eukaryotic Ribosomal Protein L27, KOW domain"
IPR009448,1,1,UDP-glucose:Glycoprotein Glucosyltransferase
IPR040497,1,1,"Glucosyltransferase 24, catalytic domain"
IPR040525,1,1,"UDP-glucose:glycoprotein glucosyltransferase, thioredoxin-like domain 4"
IPR040692,1,1,"UGGT, thioredoxin-like domain 3"
IPR040693,1,1,"UGGT, thioredoxin-like domain 1"
IPR040694,1,1,"UGGT, thioredoxin-like domain 2"
IPR001929,2,0,Germin
IPR010714,1,1,"Coatomer, alpha subunit, C-terminal"
IPR016391,1,1,Coatomer subunit alpha
IPR047312,1,1,"Coatomer subunit alpha, WD Associated Region"
IPR019481,1,1,"Transcription factor TFIIIC, triple barrel domain"
IPR007504,2,2,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1"
IPR038664,2,2,"H/ACA RNP complex subunit Gar1/Naf1, Cbf5-binding domain"
IPR040309,1,1,H/ACA ribonucleoprotein complex non-core subunit Naf1
IPR002305,4,5,"Aminoacyl-tRNA synthetase, class Ic"
IPR002307,2,1,Tyrosine-tRNA ligase
IPR023617,1,0,"Tyrosine-tRNA ligase, archaeal/eukaryotic-type"
IPR009674,1,1,"DNA-directed RNA polymerase I subunit RPA2, domain 4"
IPR045114,1,2,Csn12 family
IPR038725,1,0,"General stress protein, FMN-binding split barrel domain"
IPR004164,1,2,Coenzyme A transferase active site
IPR012792,1,2,"3-oxoacid CoA-transferase, subunit A"
IPR001085,2,2,Serine hydroxymethyltransferase
IPR019798,2,2,"Serine hydroxymethyltransferase, pyridoxal phosphate binding site"
IPR039429,2,2,Serine hydroxymethyltransferase-like domain
IPR044059,1,1,"Cns1/TTC4, wheel domain"
IPR002769,1,1,Translation initiation factor IF6
IPR019148,1,1,Nuclear protein DGCR14/ESS-2
IPR045172,1,0,"Tubulin-folding cofactor B, ubiquitin-like domain"
IPR025974,1,1,Mif2/CENP-C cupin domain
IPR028386,1,1,Centromere protein C/Mif2/cnp3
IPR028929,1,1,"Mif2, N-terminal"
IPR019050,2,2,FDF domain
IPR025609,1,0,"Lsm14-like, N-terminal"
IPR025761,1,1,FFD box
IPR025762,2,2,DFDF domain
IPR025768,1,1,TFG box
IPR006259,1,1,Adenylate kinase subfamily
IPR028587,1,0,Adenylate kinase 2
IPR045154,1,1,Protein PCF11-like
IPR047415,1,1,"Pcf11, CID domain"
IPR010339,2,1,"TIP49, P-loop domain"
IPR027238,2,1,RuvB-like
IPR041048,2,1,"RuvB-like, AAA-lid domain"
IPR042487,2,1,"RuvBL1/2, DNA/RNA binding domain"
IPR042572,1,1,"Carnitine o-acyltransferase, N-terminal"
IPR033812,1,1,Proteasome subunit alpha5
IPR019182,1,0,"Cytochrome b-c1 complex subunit 10, fungi"
IPR024298,1,1,"Ancestral coatomer element 1, Sec16/Sec31"
IPR024340,1,1,"Sec16, central conserved domain"
IPR024880,1,1,"COPII coat assembly protein, Sec16"
IPR019780,1,0,"Germin, manganese binding site"
IPR005260,1,1,"Aspartate kinase, monofunctional class"
IPR015368,1,1,"Ubiquitin-conjugating enzyme, C-terminal fungi"
IPR007763,1,2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
IPR016270,1,1,CDP-alcohol phosphatidyltransferase class-II family
IPR001232,2,2,S-phase kinase-associated protein 1-like
IPR016072,1,1,"SKP1 component, dimerisation"
IPR016073,2,2,"SKP1 component, POZ domain"
IPR016897,1,1,S-phase kinase-associated protein 1
IPR036296,1,1,"SKP1-like, dimerisation domain superfamily"
IPR043358,1,1,Ras GTPase GNL1-like
IPR007307,1,1,Low temperature viability protein Ltv1
IPR018608,2,2,Gti1/Pac2 family
IPR008521,3,2,Magnesium transporter NIPA
IPR000424,1,0,Primosome PriB/single-strand DNA-binding
IPR037479,1,0,"Tautomerase, MSAD family"
IPR026532,1,1,Ribosome biogenesis protein BRX1
IPR020838,1,1,DBINO domain
IPR031047,1,1,"DNA helicase INO80, DEAQ-box helicase domain"
IPR002218,1,1,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG-related
IPR004416,1,1,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IPR020595,1,1,"MnmG-related, conserved site"
IPR026904,1,1,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal"
IPR040131,1,1,"MnmG, N-terminal domain"
IPR044920,1,1,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain superfamily"
IPR047001,1,1,"tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain"
IPR001748,1,1,Pre-mRNA-splicing factor BUD31
IPR018230,1,0,"BUD31/G10-related, conserved site"
IPR016488,1,0,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 6"
IPR033898,1,0,DNA-directed RNA polymerases I and III subunit AC19
IPR000807,1,1,Imidazoleglycerol-phosphate dehydratase
IPR020565,1,1,"Imidazoleglycerol-phosphate dehydratase, conserved site"
IPR038494,1,1,Imidazole glycerol phosphate dehydratase domain superfamily
IPR007317,2,1,Golgi to ER traffic protein 4
IPR013961,1,1,RAI1-like
IPR039039,1,1,RAI1-like family
IPR003120,1,0,Transcription factor Ste12
IPR013890,1,1,"Transcriptional repressor Tup1, N-terminal"
IPR019434,1,1,Domain of unknown function DUF2423
IPR040250,1,1,Nucleobindin
IPR021714,1,1,"Nucleolar pre-ribosomal-associated protein 1, N-terminal"
IPR032436,1,1,"Nucleolar pre-ribosomal-associated protein 1, C-terminal domain"
IPR039844,1,1,Nucleolar pre-ribosomal-associated protein 1
IPR031915,1,0,"Cryptic loci regulator 2, N-terminal"
IPR016219,1,1,"Phosphatidylethanolamine N-methyltransferase, fungi"
IPR040085,1,1,Protein MJ0674-like
IPR000659,1,1,Pyridoxamine 5'-phosphate oxidase
IPR019576,1,1,"Pyridoxine 5'-phosphate oxidase, dimerisation, C-terminal"
IPR019740,1,1,"Pyridoxamine 5'-phosphate oxidase, conserved site"
IPR022284,1,1,Glycerol-3-phosphate O-acyltransferase/Dihydroxyacetone phosphate acyltransferase
IPR041728,1,1,"GPAT/DHAPAT, acyltransferase domain"
IPR045520,1,1,"GPAT/DHAPAT, C-terminal domain"
IPR007701,1,1,"Interferon-related developmental regulator, N-terminal"
IPR039777,1,1,Interferon-related developmental regulator
IPR006297,1,0,Elongation factor 4
IPR013842,1,0,"GTP-binding protein LepA, C-terminal"
IPR035654,1,0,"Elongation factor 4, domain IV"
IPR038363,1,0,"LepA, C-terminal domain superfamily"
IPR003511,2,2,HORMA domain
IPR045091,2,2,Mad2-like
IPR002112,1,1,Transcription factor Jun
IPR021755,1,1,"Transcription factor Aft1, HRA domain"
IPR014306,1,1,Hydroxyisourate hydrolase
IPR023416,1,1,Transthyretin/hydroxyisourate hydrolase domain
IPR023418,1,1,"Transthyretin, thyroxine binding site"
IPR036817,1,1,Transthyretin/hydroxyisourate hydrolase domain superfamily
IPR045178,1,1,Transcription regulator Fhl1/FHA1
IPR005687,1,0,"Mitochondrial outer membrane translocase complex, subunit Tom70"
IPR024222,1,0,"CST complex subunit Ten1, fungal"
IPR021851,1,2,Protein of unknown function DUF3455
IPR039360,1,2,Ras GTPase-activating protein
IPR000980,1,1,SH2 domain
IPR017072,1,1,Transcription elongation factor Spt6
IPR023319,1,1,"Tex-like protein, HTH domain superfamily"
IPR023323,1,1,Tex-like domain superfamily
IPR028083,1,1,"Spt6 acidic, N-terminal domain"
IPR028088,1,1,Helix-turn-helix DNA-binding domain of Spt6
IPR028231,1,1,"Transcription elongation factor Spt6, YqgF domain"
IPR032706,1,1,"Transcription elongation factor Spt6, helix-hairpin-helix motif"
IPR035018,1,1,"Spt6, SH2 domain, C terminus"
IPR035019,1,1,"Spt6, SH2 domain, N terminus"
IPR035420,1,1,"Spt6, SH2 domain"
IPR036860,1,1,SH2 domain superfamily
IPR037027,1,1,YqgF/RNase H-like domain superfamily
IPR042066,1,1,"Spt6, Death-like domain"
IPR001663,2,2,"Aromatic-ring-hydroxylating dioxygenase, alpha subunit"
IPR015879,1,2,"Aromatic-ring-hydroxylating dioxygenase, alpha subunit, C-terminal domain"
IPR017762,1,2,"Multicopper oxidase, fungi"
IPR035666,1,1,"Fungal multicopper oxidase, cupredoxin domain 3"
IPR037791,1,1,"Ingression protein 1, C2 domain"
IPR002306,2,2,Tryptophan-tRNA ligase
IPR000623,1,1,Shikimate kinase/Threonine synthase-like 1
IPR001986,1,1,Enolpyruvate transferase domain
IPR006264,1,1,3-phosphoshikimate 1-carboxyvinyltransferase
IPR008289,1,1,Pentafunctional AroM protein
IPR010110,1,1,"Shikimate dehydrogenase, AroM-type"
IPR016037,1,1,3-dehydroquinate synthase AroB
IPR018508,1,1,"3-dehydroquinate dehydratase, active site"
IPR023000,1,1,"Shikimate kinase, conserved site"
IPR023193,1,1,"3-phosphoshikimate 1-carboxyvinyltransferase, conserved site"
IPR030960,2,1,3-dehydroquinate synthase domain
IPR036968,1,1,Enolpyruvate transferase domain superfamily
IPR007065,1,1,HPP
IPR014012,2,2,Helicase/SANT-associated domain
IPR014978,1,1,"Glutamine-Leucine-Glutamine, QLQ"
IPR029295,1,1,"Snf2, ATP coupling domain"
IPR027973,1,0,Protein of unknown function DUF4602
IPR006062,2,1,Histidine biosynthesis protein
IPR011858,1,0,"His6-like, eukaryotic-type"
IPR044524,1,0,"Histidine biosynthesis, HisA-like"
IPR019383,1,1,Golgin subfamily A member 7/ERF4
IPR044574,1,0,ATPase ARIP4-like
IPR010961,1,1,"Tetrapyrrole biosynthesis, 5-aminolevulinic acid synthase"
IPR021418,1,1,"THO complex, subunitTHOC2, C-terminal"
IPR021726,1,1,"THO complex, subunitTHOC2, N-terminal"
IPR032302,1,1,"THO complex subunit 2, N-terminal domain"
IPR040007,1,1,THO complex subunit 2
IPR019411,1,1,MMM1 domain
IPR027537,1,1,Maintenance of mitochondrial morphology protein 1
IPR007599,2,2,Derlin
IPR004802,1,1,tRNA pseudouridine synthase B family
IPR012960,1,1,Dyskerin-like
IPR032819,1,1,"tRNA pseudouridylate synthase B, C-terminal"
IPR010760,1,0,"DNA repair protein, Swi5"
IPR016255,1,1,eIF-2-alpha kinase Gcn2
IPR024435,1,1,Histidyl tRNA synthetase-related domain
IPR021589,1,1,Spindle pole body-associated protein cut12
IPR001499,1,1,"GPCR fungal pheromone mating factor, STE3"
IPR010334,1,1,mRNA-decapping enzyme subunit 1
IPR031101,1,1,RNA polymerase-associated protein Ctr9
IPR032297,1,1,Torus domain
IPR034181,1,1,"Pre-mRNA-splicing factor Cwc2, RNA recognition motif"
IPR000905,2,2,Gcp-like domain
IPR017861,1,2,Kae1/TsaD family
IPR034680,1,1,"tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaeal/eukaryotic"
IPR015353,1,0,"Rubisco LSMT, substrate-binding domain"
IPR036464,1,2,"Rubisco LSMT, substrate-binding domain superfamily"
IPR044430,1,0,"SETD6, SET domain"
IPR024943,1,1,Enhancer of polycomb protein
IPR006828,1,1,Association with the SNF1 complex (ASC) domain
IPR037256,1,1,ASC domain superfamily
IPR019447,1,0,"DNA/RNA-binding protein Kin17, WH-like domain"
IPR037321,1,0,KIN17-like protein
IPR038254,1,0,"DNA/RNA-binding protein KIN17, WH-like domain superfamily"
IPR009203,1,1,Knr4/Smi1 family
IPR018958,1,1,Knr4/Smi1-like domain
IPR037883,1,1,Knr4/Smi1-like domain superfamily
IPR007727,1,1,Spo12
IPR002639,1,1,Urease accessory protein UreF
IPR038277,1,1,UreF domain superfamily
IPR037992,1,1,"TRAPP complex, Trs33 subunit"
IPR014810,1,0,"Fcf2 pre-rRNA processing, C-terminal"
IPR039883,1,0,Fcf2/DNTTIP2
IPR011268,1,0,Purine nucleoside phosphorylase
IPR038921,1,1,Uncharacterized protein YOR389W-like
IPR009567,1,1,Store-operated calcium entry-associated regulatory factor
IPR013233,1,1,"Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1"
IPR042322,1,1,Protein Pbn1
IPR000011,2,2,Ubiquitin/SUMO-activating enzyme E1-like
IPR028881,1,1,"PAN2, UCH domain"
IPR030843,1,0,PAN2-PAN3 deadenylation complex catalytic subunit PAN2
IPR001272,1,0,"Phosphoenolpyruvate carboxykinase, ATP-utilising"
IPR008210,1,0,"Phosphoenolpyruvate carboxykinase, N-terminal"
IPR013035,1,0,"Phosphoenolpyruvate carboxykinase, C-terminal"
IPR015994,1,0,"Phosphoenolpyruvate carboxykinase (ATP), conserved site"
IPR002999,2,2,Tudor domain
IPR006572,1,1,"Zinc finger, DBF-type"
IPR013939,1,1,"Regulatory subunit Dfp1/Him1, central region"
IPR003700,1,1,Ketopantoate hydroxymethyltransferase
IPR045148,1,1,Transcription elongation regulator 1-like
IPR013515,1,1,"Phytochrome, central region"
IPR013654,2,1,PAS fold-2
IPR016132,1,1,Phytochrome chromophore attachment domain
IPR043150,1,1,"Phytochrome, PHY domain superfamily"
IPR045088,1,1,Aminotransferase ALAT1/2-like
IPR019585,2,2,26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1
IPR045135,2,2,"26S proteasome regulatory subunit Rpn7, N-terminal"
IPR004971,1,1,mRNA (guanine-N(7))-methyltransferase domain
IPR016899,1,1,"mRNA cap guanine-N7 methyltransferase, eukaryotes"
IPR039753,1,1,mRNA cap guanine-N7 methyltransferase
IPR040382,1,1,Nucleolar protein 10/Enp2
IPR009401,1,1,"Mediator complex subunit Med13, C-terminal"
IPR021643,1,1,"Mediator complex, subunit Med13, N-terminal"
IPR041285,1,0,MID domain of medPIWI
IPR000731,1,3,Sterol-sensing domain
IPR003392,1,1,Protein patched/dispatched
IPR004765,1,0,NPC1-like
IPR032190,1,1,"Niemann-Pick C1, N-terminal"
IPR018829,1,1,Domain of unknown function DUF2433
IPR000357,1,0,HEAT repeat
IPR015033,1,1,"HBS1-like protein, N-terminal"
IPR004033,1,1,UbiE/COQ5 methyltransferase
IPR023576,1,1,"UbiE/COQ5 methyltransferase, conserved site"
IPR010014,1,1,Diphthamide synthesis DHP2
IPR000808,2,2,"Mrp, conserved site"
IPR044304,1,1,Iron-sulfur protein NUBPL-like
IPR012617,1,1,"Apoptosis-antagonizing transcription factor, C-terminal"
IPR025160,1,1,AATF leucine zipper-containing domain
IPR039223,1,1,Protein AATF/Bfr2
IPR013566,1,1,"Mitochondrial Rho GTPase 1/3, EF hand associated, type-1"
IPR013567,1,1,"EF hand associated, type-2"
IPR020860,1,1,MIRO domain
IPR021181,1,1,Mitochondrial Rho GTPase
IPR013941,1,1,"Protein Zds1, C-terminal"
IPR040206,1,1,Protein Zds1/2
IPR002610,1,1,"Peptidase S54, rhomboid"
IPR044281,2,0,U3 snoRNP protein/Ribosome production factor 1
IPR037755,1,1,"Plc1, PH domain"
IPR000366,1,0,"GPCR fungal pheromone mating factor, STE2"
IPR027458,1,0,"Pheromone alpha factor receptor, double transmembrane domain superfamily"
IPR005033,2,1,YEATS
IPR016665,1,0,SAS complex subunit SAS5/transcription initiation factor TFIID subunit 14
IPR027353,2,1,NET domain
IPR038704,2,1,YEATS superfamily
IPR045256,1,1,"Ran-specific GTPase-activating protein 1, Ran-binding domain"
IPR027911,1,0,Domain of unknown function DUF4604
IPR027094,1,1,Mitofusin family
IPR027248,1,1,Small nuclear ribonucleoprotein Sm D2
IPR042403,1,1,Spt21/Ams2
IPR001288,1,1,Translation initiation factor 3
IPR036788,1,1,"Translation initiation factor 3 (IF-3), C-terminal domain superfamily"
IPR013005,1,1,50S ribosomal protein uL4
IPR013923,1,1,Autophagy-related protein 16 domain
IPR045160,1,0,Autophagy-related protein 16
IPR008925,1,1,"Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily"
IPR020751,1,1,"Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2"
IPR045462,1,1,"Aminoacyl-tRNA synthetase, class I, anticodon-binding"
IPR040961,1,1,Cop9 signalosome subunit 5 C-terminal domain
IPR027746,1,1,Probable tubulin-tyrosine ligase
IPR000915,1,1,60S ribosomal protein L6E
IPR041997,1,1,"Ribosomal Protein L6, KOW domain"
IPR006773,2,1,Proteasomal ubiquitin receptor Rpn13/ADRM1
IPR038633,1,1,"Proteasomal ubiquitin receptor Rpn13/ADRM1, Pru domain superfamily"
IPR044868,1,1,"Rpn13/ADRM1, Pru domain"
IPR032368,1,0,"RPN13, DEUBAD domain"
IPR038108,1,1,"RPN13, DEUBAD domain superfamily"
IPR019038,1,1,DNA polymerase delta subunit 3
IPR041913,1,1,DNA polymerase delta subunit 3 superfamily
IPR022577,1,1,"Tubulin-specific chaperone D, C-terminal"
IPR033162,1,1,Tubulin-folding cofactor D
IPR004788,1,0,"Ribose 5-phosphate isomerase, type A"
IPR030667,1,2,NEDD8-activating enzyme E1 regulatory subunit APP-BP1
IPR027054,1,0,Mannosyltransferase ALG2
IPR028098,1,0,"Glycosyltransferase subfamily 4-like, N-terminal domain"
IPR045162,1,1,Serine/threonine-protein kinase Vps15-like
IPR044640,1,1,U2 small nuclear ribonucleoprotein A'
IPR019167,1,1,mRNA decay factor PAT1 domain
IPR039900,1,1,Pat1-like
IPR007304,1,1,TAP46-like protein
IPR038511,1,1,TAP42/TAP46-like superfamily
IPR007483,1,1,Hamartin
IPR032189,1,1,"DNA mismatch repair protein Mlh1, C-terminal"
IPR004580,1,1,"DNA repair protein Rad18, fungi"
IPR039577,1,1,E3 ubiquitin-protein ligase Rad18
IPR015815,3,7,3-hydroxyisobutyrate dehydrogenase-related
IPR006886,1,1,DNA-directed RNA polymerase III subunit Rpc5
IPR043573,1,1,Polyphosphoinositide phosphatase Fig4-like
IPR041545,1,0,"RABX5, catalytic core helical domain"
IPR041804,1,0,"Vacuolar protein sorting-associated protein 9, CUE domain"
IPR045046,2,1,Vacuolar protein sorting-associated protein 9-like
IPR012083,1,1,Arylsulfatase
IPR002733,1,1,AMMECR1 domain
IPR023473,1,1,AMMECR1
IPR027485,1,1,"AMMECR1, N-terminal"
IPR036071,1,1,AMMECR1 domain superfamily
IPR015416,1,1,"Zinc finger, H2C2-type, histone UAS binding"
IPR021115,1,2,Pyridoxal-phosphate binding site
IPR040000,1,1,Nucleolar protein 9
IPR007528,1,1,RINT-1/Tip20
IPR042042,1,0,"Protein transport protein Tip20, domain B"
IPR042044,2,1,"EXOC6/PINT-1/Sec15/Tip20, C-terminal, domain 2"
IPR021713,1,1,Folliculin
IPR037520,1,1,"Folliculin/SMCR8, longin domain"
IPR037521,1,1,"Folliculin/SMCR8, tripartite DENN domain"
IPR025305,1,0,UCH repeated domain
IPR039205,1,1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
IPR012945,1,1,Tubulin binding cofactor C-like domain
IPR027684,1,1,Tubulin-specific chaperone C
IPR031925,1,1,"Tubulin-specific chaperone C, N-terminal"
IPR038397,1,1,"TBCC, N-terminal domain superfamily"
IPR013929,1,1,"RNA polymerase II-associated protein 1, C-terminal"
IPR013930,1,1,"RNA polymerase II-associated protein 1, N-terminal"
IPR039913,1,1,RNA polymerase II-associated protein RPAP1/Rba50
IPR014840,1,0,Hpc2-related domain
IPR037653,1,0,Cytochrome B pre-mRNA-processing protein 6
IPR046827,1,0,Complex III assembly factor UQCC2/CBP6
IPR019325,1,0,NEDD4/Bsd2
IPR001310,1,1,Histidine triad (HIT) protein
IPR011146,1,2,HIT-like domain
IPR019808,1,1,"Histidine triad, conserved site"
IPR039384,1,0,HINT family
IPR019369,1,0,Protein-lysine N-methyltransferase Efm5/EEF1AKMT1
IPR041370,1,0,Methyltransferase EEF1AKMT1/ZCCHC4
IPR041516,1,0,"LACTB2, winged helix domain"
IPR010182,1,1,N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase/Succinyl-diaminopimelate desuccinylase
IPR013934,1,1,"U3 small nucleolar RNA-associated protein 13, C-terminal"
IPR035872,1,0,2-epi-5-epi-valiolone synthase-like
IPR023457,1,1,"Methionine-tRNA synthetase, type 2"
IPR037654,1,1,Protein Big1
IPR046756,1,1,"V-type proton ATPase subunit S1/VOA1, transmembrane domain"
IPR000967,1,0,"Zinc finger, NF-X1-type"
IPR034077,1,1,"FKBP12-associated protein 1, R3H domain"
IPR034078,1,1,Transcription factor NFX1 family
IPR000101,1,3,Gamma-glutamyltranspeptidase
IPR033809,1,1,USP39
IPR012716,1,1,"T-complex protein 1, beta subunit"
IPR010513,1,1,KEN domain
IPR018391,1,0,Pyrrolo-quinoline quinone beta-propeller repeat
IPR038357,1,1,KEN domain superfamily
IPR045133,1,3,Serine/threonine-protein kinase/endoribonuclease IRE1/2-like
IPR005251,1,1,Methylthioribose-1-phosphate isomerase
IPR011559,1,1,Initiation factor 2B alpha/beta/delta
IPR027363,1,1,"Methylthioribose-1-phosphate isomerase, N-terminal"
IPR003124,1,2,WH2 domain
IPR013182,1,0,Domain of unknown function DUF1720
IPR017905,1,2,ERV/ALR sulfhydryl oxidase domain
IPR036774,1,2,ERV/ALR sulfhydryl oxidase domain superfamily
IPR039799,1,2,Sulfhydryl oxidase ALR/ERV
IPR006109,1,1,"Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal"
IPR006168,1,1,"Glycerol-3-phosphate dehydrogenase, NAD-dependent"
IPR011128,1,2,"Glycerol-3-phosphate dehydrogenase, NAD-dependent, N-terminal"
IPR019368,1,1,"Ribosomal protein S23/S29, mitochondrial"
IPR007023,1,1,Ribosomal biogenesis regulatory protein
IPR022238,1,1,"18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal"
IPR039769,1,1,18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23-like
IPR007277,1,0,Svp26/Tex261
IPR019186,1,1,Nucleolar protein 12
IPR000533,1,1,Tropomyosin
IPR027057,1,1,CAAX prenyl protease 1
IPR032456,1,1,"CAAX prenyl protease 1, N-terminal"
IPR021013,1,1,"ATPase, vacuolar ER assembly factor, Vma12"
IPR003754,1,1,"Tetrapyrrole biosynthesis, uroporphyrinogen III synthase"
IPR036108,1,1,"Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily"
IPR039793,1,1,Uroporphyrinogen-III synthase
IPR012572,1,1,Mad3/Bub1 homology region 2
IPR013212,1,1,Mad3/Bub1 homology region 1
IPR015661,1,1,Mitotic spindle checkpoint protein Bub1/Mad3
IPR000053,1,0,Thymidine/pyrimidine-nucleoside phosphorylase
IPR013102,1,0,"Pyrimidine nucleoside phosphorylase, C-terminal"
IPR013465,1,0,Thymidine phosphorylase
IPR017872,1,0,"Pyrimidine-nucleoside phosphorylase, conserved site"
IPR018090,1,0,"Pyrimidine-nucleoside phosphorylase, bacterial/eukaryotic"
IPR036566,1,0,"Pyrimidine nucleoside phosphorylase-like, C-terminal domain superfamily"
IPR006746,1,1,26S proteasome non-ATPase regulatory subunit Rpn12
IPR033464,1,2,CSN8/PSMD8/EIF3K
IPR041070,1,0,"Jumonji, helical domain"
IPR034150,1,0,"SF3B6, RNA recognition motif"
IPR001648,1,1,Ribosomal protein S18
IPR036870,1,1,Ribosomal protein S18 superfamily
IPR007287,1,1,Sof1-like protein
IPR040773,1,1,"26S proteasome regulatory subunit Rpn6, N-terminal"
IPR040780,1,1,"6S proteasome subunit Rpn6, C-terminal helix domain"
IPR003228,1,1,Transcription initiation factor TFIID subunit 12 domain
IPR037794,1,1,Transcription initiation factor TFIID subunit 12
IPR002023,1,1,NADH-quinone oxidoreductase subunit E-like
IPR041921,1,1,"NADH-quinone oxidoreductase subunit E, N-terminal"
IPR042128,1,1,NuoE domain
IPR023426,1,1,Flap endonuclease 1
IPR010435,2,1,Fn3-like domain
IPR034187,2,1,PoSI-like peptidase domain
IPR011089,1,1,Domain of unknown function DUF1524
IPR011947,1,0,"FCP1-like phosphatase, phosphatase domain"
IPR039189,1,0,CTD phosphatase Fcp1
IPR002133,1,1,S-adenosylmethionine synthetase
IPR022628,1,1,"S-adenosylmethionine synthetase, N-terminal"
IPR022629,1,1,"S-adenosylmethionine synthetase, central domain"
IPR022630,1,1,"S-adenosylmethionine synthetase, C-terminal"
IPR022631,1,1,"S-adenosylmethionine synthetase, conserved site"
IPR022636,1,1,S-adenosylmethionine synthetase superfamily
IPR030228,1,1,GPN-loop GTPase 3
IPR001524,1,2,"Glycoside hydrolase, family 6, conserved site"
IPR016288,1,3,"1, 4-beta cellobiohydrolase"
IPR036434,1,3,"1, 4-beta cellobiohydrolase superfamily"
IPR004413,1,1,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IPR006075,1,1,"Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic"
IPR017958,1,1,"Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site"
IPR017959,1,1,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E"
IPR018027,1,1,Asn/Gln amidotransferase
IPR023168,1,0,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 2"
IPR011530,1,0,Ribosomal RNA adenine dimethylase
IPR020596,1,0,"Ribosomal RNA adenine methylase transferase, conserved site"
IPR020598,1,0,"Ribosomal RNA adenine methylase transferase, N-terminal"
IPR001719,1,1,AP endonuclease 2
IPR018246,1,1,"AP endonuclease 2, zinc binding site"
IPR014980,1,1,"Dopa 4,5-dioxygenase"
IPR023389,1,1,DOPA-like superfamily
IPR044245,1,0,SprT-like domain-containing protein Spartan
IPR032752,1,1,"DC-UbP/UBTD2, N-terminal domain"
IPR038169,1,1,"DC-UbP/UBTD2, N-terminal domain superfamily"
IPR039869,1,0,Ubiquitin domain-containing protein 1/2
IPR039483,1,1,"Meiotic expression up-regulated protein 6, PH domain"
IPR039712,1,1,Meiotic expression up-regulated protein 6
IPR005339,1,1,"GINS complex, subunit Psf1"
IPR021151,1,4,"GINS subunit, domain A"
IPR036224,1,4,"GINS, helical bundle-like domain superfamily"
IPR022091,1,1,"TATA element modulatory factor 1, TATA binding"
IPR022092,1,1,TATA element modulatory factor 1 DNA binding
IPR039948,1,1,Elongin-C
IPR019572,2,2,"Ubiquitin-activating enzyme, SCCH domain"
